id,country,region_id,appellation,common_flg
271,FRANCE,5,Bordeaux superieur,N
272,FRANCE,5,Cadillac,Y
273,FRANCE,5,Canon Fronsac,N
274,FRANCE,5,Cerons,Y
275,FRANCE,5,Cotes de Blaye,Y
276,FRANCE,5,Cotes de Bordeaux Saint-Macaire,Y
277,FRANCE,5,Cotes de Bourg,Y
278,FRANCE,5,Cotes de Castillon,Y
279,FRANCE,5,Cremant de Bordeaux,Y
280,FRANCE,5,Entre-Deux-Mers,Y
281,FRANCE,5,Entre-Deux-Mers-Haut-Benauge,N
282,FRANCE,5,Fronsac,Y
283,FRANCE,5,Graves,Y
284,FRANCE,5,Graves de Vayres,N
285,FRANCE,5,Graves Superieures,N
286,FRANCE,5,Haut-Medoc,Y
287,FRANCE,5,Lalande-de-Pomerol,Y
288,FRANCE,5,Listrac-Medoc,Y
289,FRANCE,5,Loupiac,Y
290,FRANCE,5,Lussac-Saint-Emilion,Y
291,FRANCE,5,Margaux,Y
292,FRANCE,5,Medoc,Y
293,FRANCE,5,Montagne Saint-Emilion,Y
294,FRANCE,5,Moulis or Moulis-en-Medoc,Y
295,FRANCE,5,Neac,Y
296,FRANCE,5,Pauillac,Y
297,FRANCE,5,Pessac-Leognan,Y
298,FRANCE,5,Pomerol,Y
299,FRANCE,5,Premieres Cotes de Blaye,Y
300,FRANCE,5,Premieres Cotes de Bordeaux,Y
301,FRANCE,5,Puisseguin Saint-Emilion,Y
302,FRANCE,5,Saint-Emilion,Y
303,FRANCE,5,Saint-Emilion Grand Cru,N
304,FRANCE,5,Saint-Estephe,Y
305,FRANCE,5,Saint-Georges Saint-Emilion,Y
306,FRANCE,5,Saint-Julien,Y
307,FRANCE,5,Sainte-Croix-du-Mont,Y
308,FRANCE,5,Sainte-Foy-Bordeaux,Y
309,FRANCE,5,Sauternes,Y
310,FRANCE,45,Bugey,Y
311,FRANCE,45,Roussette du Bugey,Y
312,FRANCE,46,Aloxe-Corton,Y
313,FRANCE,46,Auxey-Duresses,Y
314,FRANCE,46,Batard-Montrachet,Y
315,FRANCE,46,Beaune,Y
316,FRANCE,46,Bienvenues-Batard-Montrachet,Y
317,FRANCE,46,Blagny,Y
318,FRANCE,46,Bonnes-Mares,Y
319,FRANCE,46,Bourgogne,Y
320,FRANCE,46,Bourgogne aligote,N
321,FRANCE,46,Bourgogne clairet,N
322,FRANCE,46,Bourgogne clairet Cote chalonnaise,N
323,FRANCE,46,Bourgogne Coulanges-la-Vineuse,N
324,FRANCE,46,Bourgogne Cote Saint-Jacques,N
325,FRANCE,46,Bourgogne Coulanges-la-Vineuse,N
326,FRANCE,46,Bourgogne Cotes d'Auxerre,N
327,FRANCE,46,Bourgogne Cotes du Couchois,N
328,FRANCE,46,Bourgogne Epineuil,N
329,FRANCE,46,Bourgogne grand ordinaire,N
330,FRANCE,46,Bourgogne Hautes-cotes de Beaune,N
331,FRANCE,46,Bourgogne Hautes-cotes de Nuits,N
332,FRANCE,46,Bourgogne La Chapelle Notre-Dame,N
333,FRANCE,46,Bourgogne le Chapitre,N
334,FRANCE,46,Bourgogne Montrecul,N
335,FRANCE,46,Bourgogne mousseux,N
336,FRANCE,46,Bourgogne ordinaire,N
337,FRANCE,46,Bourgogne Passe-tout-grains,N
338,FRANCE,46,Bourgogne Vezelay,N
339,FRANCE,46,Bourgogne rose,N
340,FRANCE,46,Bouzeron,Y
341,FRANCE,46,Chablis,Y
342,FRANCE,46,Chablis Grand Cru,N
343,FRANCE,46,Chablis Premier Cru,N
344,FRANCE,46,Chambertin,Y
345,FRANCE,46,Chambertin-Clos-de-Beze,N
346,FRANCE,46,Chambolle-Musigny,Y
347,FRANCE,46,Chapelle-Chambertin,N
348,FRANCE,46,Charlemagne,Y
349,FRANCE,46,Charmes-Chambertin,N
350,FRANCE,46,Chassagne-Montrachet,N
351,FRANCE,46,Chevalier-Montrachet,Y
352,FRANCE,46,Chorey-les-Beaune,Y
353,FRANCE,46,Clos des Lambrays,Y
354,FRANCE,46,Clos de la Roche,Y
355,FRANCE,46,Clos de Tart,Y
356,FRANCE,46,Clos de Vougeot,Y
357,FRANCE,46,Clos Saint-Denis,Y
358,FRANCE,46,Corton,Y
359,FRANCE,46,Corton-Charlemagne,N
360,FRANCE,46,Cote de Beaune,Y
361,FRANCE,46,Cote de Beaune-Villages,Y
362,FRANCE,46,Cote de Nuits-villages,Y
363,FRANCE,46,Cotes du Forez,Y
364,FRANCE,46,Cremant de Bourgogne,Y
365,FRANCE,46,Criots-Batard-Montrachet,Y
366,FRANCE,46,Echezeaux,Y
367,FRANCE,46,Fixin,Y
368,FRANCE,46,Gevrey-Chambertin,N
369,FRANCE,46,Givry,N
370,FRANCE,46,Grands Echezeaux,Y
371,FRANCE,46,Griotte-Chambertin,Y
372,FRANCE,46,Irancy,Y
373,FRANCE,46,Ladoix,Y
374,FRANCE,46,La Grande Rue,Y
375,FRANCE,46,La Romanee,Y
376,FRANCE,46,La Tache,Y
377,FRANCE,46,Latricieres-Chambertin,Y
378,FRANCE,46,Macon,Y
379,FRANCE,46,Macon superieur,Y
380,FRANCE,46,Macon-villages,Y
381,FRANCE,46,Maranges,Y
382,FRANCE,46,Marsannay,Y
383,FRANCE,46,Mazis-Chambertin,N
384,FRANCE,46,Mazoyeres-Chambertin,N
385,FRANCE,46,Mercurey,Y
386,FRANCE,46,Meursault,Y
387,FRANCE,46,Montagny,Y
388,FRANCE,46,Monthelie,Y
389,FRANCE,46,Montrachet,Y
390,FRANCE,46,Morey-Saint-Denis,Y
391,FRANCE,46,Musigny,Y
392,FRANCE,46,Nuits-Saint-Georges,Y
393,FRANCE,46,Pernand-Vergelesses,N
394,FRANCE,46,Petit Chablis,Y
395,FRANCE,46,Pommard,Y
396,FRANCE,46,Pouilly-Fuisse,Y
397,FRANCE,46,Pouilly-Loche,Y
398,FRANCE,46,Pouilly-Vinzelles,Y
399,FRANCE,46,Puligny-Montrachet,N
400,FRANCE,46,Richebourg,Y
401,FRANCE,46,Romanee-Conti,Y
402,FRANCE,46,Romanee-Saint-Vivant,Y
403,FRANCE,46,Ruchottes-Chambertin,Y
404,FRANCE,46,Rully,Y
405,FRANCE,46,Saint-Aubin,Y
406,FRANCE,46,Saint-Bris,Y
407,FRANCE,46,Saint-Romain,Y
408,FRANCE,46,Saint-Veran,Y
409,FRANCE,46,Santenay,Y
410,FRANCE,46,Savigny-les-Beaune,N
411,FRANCE,46,Tonnerre,Y
412,FRANCE,46,Vins Fins de la Cote de Nuits,Y
413,FRANCE,46,Vire-Clesse,Y
414,FRANCE,46,Volnay,Y
415,FRANCE,46,Volnay Santenots,N
416,FRANCE,46,Vosne-Romanee,N
417,FRANCE,46,Vougeot,N
418,FRANCE,47,Champagne,Y
419,FRANCE,47,Coteaux Champenois,Y
420,FRANCE,47,Rose des Riceys,Y
421,FRANCE,48,Pineau des Charentes,Y
422,FRANCE,49,Ajaccio,Y
423,FRANCE,49,Corse or Vin de Corse,Y
424,FRANCE,49,Patrimonio,Y
425,FRANCE,59,Cotes de Toul,Y
426,FRANCE,50,Arbois,N
427,FRANCE,50,Chateau-Chalon,N
428,FRANCE,50,Cotes du Jura,N
429,FRANCE,50,Cremant du Jura,N
430,FRANCE,50,L'Etoile,Y
431,FRANCE,51,Blanquette methode ancestrale,Y
432,FRANCE,51,Cotes de la Malepere,Y
433,FRANCE,52,Banyuls,N
434,FRANCE,52,Banyuls Grand Cru,N
435,FRANCE,52,Blanquette de Limoux,Y
436,FRANCE,52,Cabardes,Y
437,FRANCE,52,Clairette de Bellegarde,Y
438,FRANCE,52,Clairette du Languedoc,Y
439,FRANCE,52,Collioure,N
440,FRANCE,52,Corbieres,N
441,FRANCE,52,Coteaux du Languedoc,Y
442,FRANCE,52,Cotes du Roussillon,Y
443,FRANCE,52,Cotes du Roussillon Villages,Y
444,FRANCE,52,Cremant de Limoux,Y
445,FRANCE,52,Faugeres,N
446,FRANCE,52,Fitou,N
447,FRANCE,52,Frontignan,Y
448,FRANCE,52,Grand Roussillon,Y
449,FRANCE,52,Limoux,Y
450,FRANCE,52,Maury,Y
451,FRANCE,52,Minervois,Y
452,FRANCE,52,Minervois-La Liviniere,N
453,FRANCE,52,Muscat de Frontignan,N
454,FRANCE,52,Muscat de Lunel,N
455,FRANCE,52,Muscat de Mireval,N
456,FRANCE,52,Muscat de Rivesaltes,N
457,FRANCE,52,Muscat de Saint-Jean de Minervois,N
458,FRANCE,52,Rivesaltes,Y
459,FRANCE,52,Saint-Chinian,N
460,FRANCE,53,Anjou,Y
461,FRANCE,53,Anjou-Coteaux de la Loire,N
462,FRANCE,53,Anjou-Gamay,Y
463,FRANCE,53,Anjou Villages,Y
464,FRANCE,53,Anjou Villages Brissac,N
465,FRANCE,53,Bonnezeaux,N
466,FRANCE,53,Bourgueil,N
467,FRANCE,53,Cabernet d'Anjou,N
468,FRANCE,53,Cabernet de Saumur,N
469,FRANCE,53,Chaume,N
470,FRANCE,53,Cheverny,N
471,FRANCE,53,Chinon,N
472,FRANCE,53,Cote Roannaise,Y
473,FRANCE,53,Coteaux de l'Aubance,Y
474,FRANCE,53,Coteaux du Giennois,Y
475,FRANCE,53,Coteaux du Layon,Y
476,FRANCE,53,Coteaux du Loir,Y
477,FRANCE,53,Coteaux de Saumur,Y
478,FRANCE,53,Coteaux du Vendomois,Y
479,FRANCE,53,Cour-Cheverny,N
480,FRANCE,53,Cremant de Loire,Y
481,FRANCE,53,Jasnieres,Y
482,FRANCE,53,Menetou-Salon,Y
483,FRANCE,53,Montlouis,Y
484,FRANCE,53,Muscadet,Y
485,FRANCE,53,Muscadet-Coteaux de la Loire,N
486,FRANCE,53,Muscadet-Cotes de Grandlieu,N
487,FRANCE,53,Muscadet-Sevre et Maine,N
488,FRANCE,53,Orleans,Y
489,FRANCE,53,Orleans-Clery,N
490,FRANCE,53,Pouilly-Fume,N
491,FRANCE,53,Pouilly-sur-Loire,N
492,FRANCE,53,Quarts de Chaume,Y
493,FRANCE,53,Quincy,Y
494,FRANCE,53,Reuilly,Y
495,FRANCE,53,Rose de Loire,N
496,FRANCE,53,Saint-Nicolas-de-Bourgueil,Y
497,FRANCE,53,Saint-Pourcain,Y
498,FRANCE,53,Sancerre,Y
499,FRANCE,53,Saumur,Y
500,FRANCE,53,Saumur-Champigny,N
501,FRANCE,53,Saumur mousseux,N
502,FRANCE,53,Savennieres,Y
503,FRANCE,53,Savennieres-Coulee-de-Serrant,N
504,FRANCE,53,Savennieres-Roche-aux-Moines,N
505,FRANCE,53,Touraine,Y
506,FRANCE,53,Touraine-Amboise,N
507,FRANCE,53,Touraine-Azay-le-Rideau,N
508,FRANCE,53,Touraine-Mesland,N
509,FRANCE,53,Touraine Noble Joue,N
510,FRANCE,53,Valencay,Y
511,FRANCE,53,Vouvray,Y
512,FRANCE,54,Coteaux du Lyonnais,Y
513,FRANCE,55,Bandol,N
514,FRANCE,55,Bellet,N
515,FRANCE,55,Cassis,Y
516,FRANCE,55,Coteaux d'Aix-en-Provence,Y
517,FRANCE,55,Coteaux de Pierrevert,Y
518,FRANCE,55,Coteaux Varois,Y
519,FRANCE,55,Cotes de Provence,Y
520,FRANCE,55,Les Baux-de-Provence,N
521,FRANCE,55,Palette,N
522,FRANCE,56,Beaumes de Venise,N
523,FRANCE,56,Chateau-Grillet,Y
524,FRANCE,56,Chateauneuf-du-Pape,Y
525,FRANCE,56,Chatillon-en-Diois,N
526,FRANCE,56,Clairette de Die,Y
527,FRANCE,56,Condrieu,N
528,FRANCE,56,Cornas,N
529,FRANCE,56,Costieres de Nimes,Y
530,FRANCE,56,Cote-Rotie,Y
531,FRANCE,56,Coteaux de Die,Y
532,FRANCE,56,Coteaux du Tricastin,Y
533,FRANCE,56,Cotes du Luberon,Y
534,FRANCE,56,Cotes du Rhone,Y
535,FRANCE,56,Cotes du Rhone Villages,Y
536,FRANCE,56,Cotes du Ventoux,N
537,FRANCE,56,Cotes du Vivarais,N
538,FRANCE,56,Cremant de Die,N
539,FRANCE,56,Crozes-Hermitage,N
540,FRANCE,56,Gigondas,N
541,FRANCE,56,Hermitage,Y
542,FRANCE,56,Lirac,N
543,FRANCE,56,Muscat de Beaumes-de-Venise,Y
544,FRANCE,56,Saint-Joseph,Y
545,FRANCE,56,Saint-Peray,Y
546,FRANCE,56,Tavel,Y
547,FRANCE,56,Vacqueyras,N
548,FRANCE,56,Vinsobres,N
549,FRANCE,57,Crepy,N
550,FRANCE,57,Roussette de Savoie,N
551,FRANCE,57,Seyssel,N
552,FRANCE,57,Vin de Savoie,N
553,FRANCE,58,Bearn,N
554,FRANCE,58,Bergerac,Y
555,FRANCE,58,Bergerac sec,N
556,FRANCE,58,Bergerac rose,N
557,FRANCE,58,Buzet,N
558,FRANCE,58,Cahors,N
559,FRANCE,58,Coteaux du Quercy,N
560,FRANCE,58,Cotes de Bergerac,Y
561,FRANCE,58,Cotes de Bergerac Blanc,N
562,FRANCE,58,Cotes de Duras,N
563,FRANCE,58,Cotes de Millau,N
564,FRANCE,58,Cotes de Montravel,N
565,FRANCE,58,Cotes du Marmandais,N
566,FRANCE,58,Fronton,N
567,FRANCE,58,Gaillac,N
568,FRANCE,58,Gaillac Premieres Cotess,N
569,FRANCE,58,Haut-Montravel,Y
570,FRANCE,58,Irouleguy,N
571,FRANCE,58,Jurancon,N
572,FRANCE,58,Madiran,N
573,FRANCE,58,Marcillac,N
574,FRANCE,58,Monbazillac,N
575,FRANCE,58,Montravel,N
576,FRANCE,58,Pacherenc du Vic-Bilh,N
577,FRANCE,58,Pacherenc du Vic-Bilh Sec,N
578,FRANCE,58,Pecharmant,N
579,FRANCE,58,Rosette,N
580,FRANCE,58,Saint-Mont,N
581,FRANCE,58,Saint-Sardos,N
582,FRANCE,58,Saussignac,N
583,FRANCE,58,Tursan,N
584,FRANCE,58,Vins d'Entraygues et du Fel,N
585,FRANCE,58,Vins d'Estaing,N
